date,open,high,low,close,volume_btc,sma20,sma50,sma200,ema12,ema26,rsi14,macd,macd_signal,macd_hist,bb_mid,bb_upper,bb_lower,bb_pctb,bb_width,obv
2010-07-31,0.067546,0.067546,0.067546,0.067546,,,,,0.06585,0.071696,28.829235,-0.005846,-0.005984,0.000139,,,,,,0.0
2010-08-01,0.0611,0.0611,0.0611,0.0611,,,,,0.065119,0.070911,26.385869,-0.005792,-0.005946,0.000154,,,,,,0.0
2010-08-02,0.06,0.06,0.06,0.06,,,,,0.064332,0.070103,25.981185,-0.005771,-0.005911,0.00014,,,,,,0.0
2010-08-03,0.060012,0.060012,0.060012,0.060012,,,,,0.063667,0.069355,25.994688,-0.005688,-0.005866,0.000178,,,,,,0.0
2010-08-04,0.057016,0.057016,0.057016,0.057016,,,,,0.062644,0.068441,24.793596,-0.005797,-0.005853,5.5e-05,,,,,,0.0
2010-08-05,0.061,0.061,0.061,0.061,,,,,0.062391,0.06789,29.460777,-0.005499,-0.005782,0.000283,,,,,,0.0
2010-08-06,0.061671,0.061671,0.061671,0.061671,,0.064057,,,0.06228,0.067429,30.246257,-0.005149,-0.005655,0.000506,0.064057,0.082432,0.045682,0.435074,0.573709,0.0
2010-08-07,0.059004,0.059004,0.059004,0.059004,,0.062716,,,0.061776,0.066805,28.870625,-0.005029,-0.00553,0.000501,0.062716,0.078229,0.047203,0.380371,0.494711,0.0
2010-08-08,0.0609,0.0609,0.0609,0.0609,,0.061721,,,0.061641,0.066368,31.263769,-0.004726,-0.005369,0.000643,0.061721,0.074833,0.048608,0.468711,0.424907,0.0
2010-08-09,0.0704,0.0704,0.0704,0.0704,,0.061504,,,0.062989,0.066666,41.824977,-0.003678,-0.005031,0.001353,0.061504,0.073871,0.049137,0.859674,0.402156,0.0
2010-08-10,0.069339,0.069339,0.069339,0.069339,,0.061011,,,0.063966,0.066864,41.065881,-0.002899,-0.004604,0.001706,0.061011,0.071094,0.050928,0.91295,0.330534,0.0
2010-08-11,0.067,0.067,0.067,0.067,,0.061438,,,0.064433,0.066874,39.370116,-0.002442,-0.004172,0.00173,0.061438,0.071773,0.051102,0.769091,0.336457,0.0
2010-08-12,0.07,0.07,0.07,0.07,,0.061908,,,0.065289,0.067106,42.642048,-0.001817,-0.003701,0.001884,0.061908,0.072883,0.050933,0.868646,0.354571,0.0
2010-08-13,0.0645,0.0645,0.0645,0.0645,,0.062406,,,0.065168,0.066913,38.536118,-0.001745,-0.00331,0.001565,0.062406,0.072892,0.05192,0.599852,0.336053,0.0
2010-08-14,0.066996,0.066996,0.066996,0.066996,,0.063229,,,0.065449,0.066919,41.298992,-0.00147,-0.002942,0.001472,0.063229,0.072356,0.054102,0.706403,0.288699,0.0
2010-08-15,0.065118,0.065118,0.065118,0.065118,,0.063685,,,0.065398,0.066786,39.847488,-0.001388,-0.002631,0.001243,0.063685,0.072213,0.055156,0.584031,0.267833,0.0
2010-08-16,0.0655,0.0655,0.0655,0.0655,,0.064029,,,0.065414,0.06669,40.30702,-0.001277,-0.00236,0.001083,0.064029,0.072262,0.055795,0.589356,0.257189,0.0
2010-08-17,0.07,0.07,0.07,0.07,,0.064583,,,0.066119,0.066936,45.580233,-0.000816,-0.002051,0.001235,0.064583,0.072857,0.056309,0.827353,0.256228,0.0
2010-08-18,0.068,0.068,0.068,0.068,,0.064488,,,0.066409,0.067014,43.731196,-0.000606,-0.001762,0.001156,0.064488,0.072557,0.056419,0.717633,0.250238,0.0
2010-08-19,0.0667,0.0667,0.0667,0.0667,,0.06459,,,0.066454,0.066991,42.523666,-0.000538,-0.001517,0.00098,0.06459,0.072716,0.056464,0.629821,0.251623,0.0
2010-08-20,0.0655,0.0655,0.0655,0.0655,,0.064488,,,0.066307,0.066881,41.387611,-0.000574,-0.001329,0.000755,0.064488,0.072513,0.056462,0.563059,0.248905,0.0
2010-08-21,0.0664,0.0664,0.0664,0.0664,,0.064753,,,0.066321,0.066845,42.625645,-0.000524,-0.001168,0.000644,0.064753,0.072663,0.056843,0.604122,0.24431,0.0
2010-08-22,0.065929,0.065929,0.065929,0.065929,,0.065049,,,0.066261,0.066777,42.124172,-0.000516,-0.001037,0.000521,0.065049,0.072663,0.057435,0.55777,0.234101,0.0
2010-08-23,0.06491,0.06491,0.06491,0.06491,,0.065294,,,0.066053,0.066639,41.000376,-0.000586,-0.000947,0.000361,0.065294,0.072551,0.058037,0.473532,0.222284,0.0
2010-08-24,0.065,0.065,0.065,0.065,,0.065693,,,0.065891,0.066518,41.149711,-0.000627,-0.000883,0.000256,0.065693,0.071885,0.059502,0.444008,0.188502,0.0
2010-08-25,0.0648,0.0648,0.0648,0.0648,,0.065883,,,0.065723,0.06639,40.901952,-0.000667,-0.00084,0.000173,0.065883,0.07171,0.060057,0.407029,0.176868,0.0
2010-08-26,0.064075,0.064075,0.064075,0.064075,,0.066004,,,0.06547,0.066219,39.962785,-0.000749,-0.000822,7.3e-05,0.066004,0.071571,0.060436,0.326804,0.168695,0.0
2010-08-27,0.065,0.065,0.065,0.065,,0.066303,,,0.065397,0.066129,41.799036,-0.000731,-0.000804,7.2e-05,0.066303,0.07089,0.061717,0.357917,0.138353,0.0
2010-08-28,0.0646,0.0646,0.0646,0.0646,,0.066488,,,0.065275,0.066015,41.211964,-0.000741,-0.000791,5e-05,0.066488,0.070443,0.062533,0.261264,0.118965,0.0
2010-08-29,0.064,0.064,0.064,0.064,,0.066168,,,0.065079,0.065866,40.29768,-0.000787,-0.00079,3e-06,0.066168,0.06983,0.062506,0.203934,0.110686,0.0
